age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
63,128843,10,11,0,20,Married-civ-spouse,Husband,Male,Sales,55-64,Bachelors,Private,United-States,White
20,342361,9,15391,0,40,Never-married,Own-child,Female,Other-service,17-24,Assoc-voc,Private,United-States,White
60,408053,15,4560,0,51,Divorced,Other-relative,Male,Machine-op-inspct,55-64,Some-college,Self-emp-not-inc,United-States,White
49,121357,9,1,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,Some-college,Private,United-States,White
47,269158,10,3900,0,40,Divorced,Not-in-family,Male,Sales,45-54,Some-college,Private,United-States,White
27,38734,10,0,0,45,Never-married,Other-relative,Male,Exec-managerial,25-34,11th,Private,United-States,White
24,418057,13,6,0,36,Never-married,Not-in-family,Female,Prof-specialty,17-24,HS-grad,Private,United-States,White
32,301516,14,7219,0,37,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,Bachelors,Private,United-States,White
39,39453,10,0,0,20,Never-married,Own-child,Male,Protective-serv,35-44,Masters,Private,United-States,White
45,125183,9,0,0,58,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,HS-grad,Private,United-States,White
62,123506,9,5,0,40,Married-civ-spouse,Husband,Male,Sales,55-64,HS-grad,Private,United-States,White
48,307982,9,0,0,37,Divorced,Unmarried,Female,Prof-specialty,45-54,Masters,Private,United-States,White
34,205434,13,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,25-34,Bachelors,Private,United-States,White
37,111490,3,6,0,40,Separated,Unmarried,Female,Adm-clerical,35-44,Assoc-acdm,Private,United-States,White
38,218210,6,0,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Assoc-voc,Private,United-States,White
41,57383,11,1,0,52,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,Bachelors,Self-emp-not-inc,United-States,White
27,111124,10,11,0,40,Never-married,Not-in-family,Male,Prof-specialty,25-34,Assoc-acdm,Private,United-States,White
44,236146,10,0,0,40,Married-spouse-absent,Own-child,Male,Adm-clerical,35-44,Bachelors,Federal-gov,Philippines,Asian-Pac-Islander
23,13769,11,8,0,32,Never-married,Own-child,Male,Machine-op-inspct,17-24,HS-grad,Private,Germany,White
46,433653,10,0,0,56,Separated,Unmarried,Female,Prof-specialty,45-54,HS-grad,Local-gov,United-States,White
28,111340,9,0,0,58,Never-married,Own-child,Female,Prof-specialty,25-34,Bachelors,Private,United-States,White
42,154526,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Assoc-acdm,Local-gov,United-States,White
35,1081618,10,0,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Self-emp-not-inc,United-States,White
39,53420,13,0,1887,54,Never-married,Unmarried,Female,Exec-managerial,35-44,Bachelors,Self-emp-not-inc,United-States,White
31,330032,10,8,0,37,Divorced,Unmarried,Female,Adm-clerical,25-34,Bachelors,Private,United-States,White
28,297006,9,0,0,40,Separated,Unmarried,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
69,72324,10,4311,0,46,Widowed,Not-in-family,Male,Other-service,65-90,Prof-school,Private,United-States,White
24,218595,9,9,0,84,Married-civ-spouse,Husband,Male,Protective-serv,17-24,9th,Private,United-States,White
46,197607,10,0,0,40,Widowed,Not-in-family,Female,Prof-specialty,45-54,Bachelors,Private,United-States,White
39,328177,9,10,0,40,Never-married,Own-child,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
17,139394,13,1,0,40,Never-married,Own-child,Female,Prof-specialty,17-24,Some-college,Private,United-States,White
49,215013,9,0,0,36,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Local-gov,United-States,White
61,137727,13,7468,0,40,Married-civ-spouse,Husband,Male,Protective-serv,55-64,HS-grad,Private,United-States,White
43,174375,9,3,0,50,Married-civ-spouse,Wife,Female,Sales,35-44,Masters,Private,United-States,White
31,194751,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Bachelors,Self-emp-not-inc,United-States,White
50,54925,10,14131,0,40,Married-civ-spouse,Other-relative,Male,Adm-clerical,45-54,Bachelors,Local-gov,United-States,White
45,187702,10,6,0,54,Married-civ-spouse,Husband,Male,Sales,45-54,HS-grad,Private,United-States,White
43,154948,13,14061,0,40,Never-married,Own-child,Female,Craft-repair,35-44,Bachelors,Local-gov,United-States,White
54,160755,3,7,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Without-pay,United-States,White
42,189526,13,0,0,40,Divorced,Not-in-family,Female,Other-service,35-44,Assoc-voc,Local-gov,United-States,White
48,223599,9,10,0,47,Married-civ-spouse,Husband,Male,Farming-fishing,45-54,HS-grad,Private,United-States,White
42,396998,9,0,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,35-44,HS-grad,Self-emp-inc,United-States,White
49,42950,9,0,0,60,Divorced,Unmarried,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
36,165344,10,12,0,40,Divorced,Not-in-family,Male,Adm-clerical,35-44,Some-college,Private,United-States,White
51,208771,10,11,0,46,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,10th,Private,United-States,White
28,39482,11,21,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
61,310365,14,11,0,28,Married-civ-spouse,Husband,Male,Machine-op-inspct,55-64,9th,Federal-gov,United-States,White
34,106491,15,1,0,49,Never-married,Not-in-family,Female,Exec-managerial,25-34,HS-grad,Private,Vietnam,White
38,383121,9,2,0,20,Married-civ-spouse,Wife,Female,Transport-moving,35-44,HS-grad,Private,United-States,White
29,179289,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Some-college,Private,United-States,White
20,265871,10,0,0,35,Married-civ-spouse,Husband,Male,Sales,17-24,HS-grad,Private,United-States,White
42,329834,4,0,0,40,Married-civ-spouse,Husband,Male,Priv-house-serv,35-44,Masters,Self-emp-not-inc,United-States,White
40,110060,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,11th,Private,India,White
66,160383,9,0,0,20,Never-married,Not-in-family,Male,Exec-managerial,65-90,7th-8th,Self-emp-not-inc,United-States,White
41,215915,6,7,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,35-44,HS-grad,Private,United-States,White
61,248668,9,0,0,40,Separated,Not-in-family,Male,Prof-specialty,55-64,9th,Self-emp-not-inc,United-States,White
35,97745,10,1,0,40,Married-civ-spouse,Wife,Female,Sales,35-44,Some-college,Private,United-States,White
39,209238,9,16,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Masters,Private,United-States,White
48,190379,13,5,0,44,Divorced,Unmarried,Female,Craft-repair,45-54,Bachelors,Self-emp-inc,United-States,White
23,191975,10,0,0,12,Married-civ-spouse,Husband,Male,Farming-fishing,17-24,Assoc-acdm,Local-gov,United-States,White
30,187587,10,0,0,36,Married-civ-spouse,Husband,Male,Farming-fishing,25-34,HS-grad,Private,United-States,White
51,202688,9,7405,0,50,Married-civ-spouse,Husband,Male,Sales,45-54,10th,Self-emp-inc,Mexico,White
52,111141,14,1,0,44,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,Assoc-voc,Private,United-States,White
35,256351,13,0,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Bachelors,State-gov,United-States,White
52,291570,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,Assoc-voc,Private,United-States,White
33,253259,13,3612,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
19,116781,13,4528,0,40,Never-married,Own-child,Female,Handlers-cleaners,17-24,HS-grad,Federal-gov,Jamaica,Black
37,197821,9,4,0,40,Never-married,Own-child,Female,Craft-repair,35-44,HS-grad,Private,Japan,Asian-Pac-Islander
45,175616,9,0,0,40,Married-civ-spouse,Wife,Female,Craft-repair,45-54,Bachelors,Federal-gov,Puerto-Rico,White
34,374221,11,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,10th,Federal-gov,Philippines,Asian-Pac-Islander
55,197344,10,5,0,31,Married-civ-spouse,Wife,Female,Exec-managerial,55-64,Some-college,Self-emp-inc,United-States,White
22,194780,14,15256,0,47,Never-married,Not-in-family,Female,Sales,17-24,Some-college,Private,United-States,White
19,143583,9,0,0,37,Married-civ-spouse,Husband,Male,Other-service,17-24,Bachelors,Private,United-States,White
18,270604,8,1,1741,28,Never-married,Own-child,Male,Sales,17-24,HS-grad,Private,United-States,White
17,172174,13,7822,0,40,Never-married,Not-in-family,Female,Farming-fishing,17-24,HS-grad,State-gov,United-States,White
31,173352,15,0,0,46,Never-married,Own-child,Male,Sales,25-34,11th,Private,United-States,White
53,179210,10,0,0,40,Never-married,Own-child,Male,Craft-repair,45-54,HS-grad,Self-emp-not-inc,United-States,White
46,141383,10,1,0,40,Married-civ-spouse,Husband,Male,Other-service,45-54,Bachelors,Private,United-States,White
19,344696,9,0,0,50,Married-civ-spouse,Husband,Male,Sales,17-24,Bachelors,Federal-gov,United-States,White
17,1150605,13,2,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,Assoc-voc,Private,United-States,White
45,229703,11,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Self-emp-not-inc,United-States,White
35,305554,11,0,0,40,Married-civ-spouse,Husband,Male,Sales,35-44,HS-grad,Private,United-States,White
37,144619,13,11,0,44,Married-civ-spouse,Husband,Male,Protective-serv,35-44,Assoc-voc,Private,United-States,White
24,63777,9,7,0,40,Married-civ-spouse,Husband,Male,Sales,17-24,Assoc-acdm,Private,United-States,White
48,212677,9,4,0,47,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,Bachelors,Private,United-States,White
55,230753,10,13,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Some-college,Without-pay,United-States,White
35,112392,9,0,0,40,Divorced,Not-in-family,Male,Handlers-cleaners,35-44,Bachelors,Self-emp-not-inc,United-States,White
18,203709,10,0,0,46,Never-married,Own-child,Male,Farming-fishing,17-24,HS-grad,Self-emp-not-inc,Germany,White
20,119685,9,0,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
34,33828,13,0,0,40,Married-civ-spouse,Husband,Male,Other-service,25-34,Some-college,Private,United-States,White
57,54819,2,0,0,50,Married-civ-spouse,Husband,Male,Sales,55-64,HS-grad,Local-gov,United-States,White
40,131676,13,0,0,45,Never-married,Not-in-family,Male,Exec-managerial,35-44,HS-grad,State-gov,United-States,White
53,606830,10,0,0,20,Married-civ-spouse,Husband,Male,Sales,45-54,Masters,Private,United-States,White
28,147640,9,1,0,50,Never-married,Not-in-family,Male,Transport-moving,25-34,Some-college,Federal-gov,United-States,White
37,177864,9,2,0,36,Never-married,Own-child,Male,Sales,35-44,HS-grad,Federal-gov,Mexico,White
28,157230,7,0,0,43,Never-married,Not-in-family,Male,Farming-fishing,25-34,Bachelors,Private,United-States,White
41,190099,13,1,0,40,Divorced,Unmarried,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
41,122210,3,0,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
51,306682,10,3,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Doctorate,Local-gov,China,Asian-Pac-Islander
46,306180,9,0,0,44,Married-civ-spouse,Husband,Male,Transport-moving,45-54,Bachelors,Private,United-States,White
21,28832,9,0,0,40,Never-married,Own-child,Female,Exec-managerial,17-24,Bachelors,Private,United-States,White
31,357199,10,3,0,29,Married-civ-spouse,Husband,Male,Sales,25-34,Masters,Private,United-States,White
52,165444,13,0,0,49,Divorced,Not-in-family,Male,Sales,45-54,11th,Private,United-States,White
43,99787,9,11,0,59,Married-civ-spouse,Husband,Male,Sales,35-44,Bachelors,Local-gov,United-States,White
25,241780,9,5,0,40,Never-married,Own-child,Male,Adm-clerical,25-34,Bachelors,Federal-gov,United-States,White
37,95439,13,0,0,36,Divorced,Not-in-family,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
17,179444,15,8,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
37,222274,8,10,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,HS-grad,Self-emp-not-inc,India,Asian-Pac-Islander
44,177423,13,7,0,40,Divorced,Unmarried,Female,Craft-repair,35-44,5th-6th,Private,United-States,White
38,364165,7,0,0,40,Divorced,Not-in-family,Female,Transport-moving,35-44,Some-college,State-gov,United-States,White
39,194048,9,3001,0,37,Divorced,Unmarried,Female,Machine-op-inspct,35-44,Bachelors,Self-emp-inc,United-States,White
36,44564,9,4846,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Local-gov,United-States,White
22,130932,9,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
23,201851,10,12,0,36,Never-married,Not-in-family,Male,Protective-serv,17-24,Bachelors,Private,United-States,White
26,79070,9,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Bachelors,Local-gov,United-States,White
33,190415,9,10031,0,40,Never-married,Own-child,Male,Handlers-cleaners,25-34,Some-college,Private,United-States,White
68,165942,10,0,0,58,Never-married,Not-in-family,Male,Machine-op-inspct,65-90,HS-grad,Private,United-States,White
17,385693,6,0,0,40,Married-civ-spouse,Husband,Male,Sales,17-24,Some-college,Private,United-States,White
20,227886,15,0,0,40,Married-spouse-absent,Not-in-family,Male,Craft-repair,17-24,HS-grad,Private,United-States,White
44,177481,9,5,1587,40,Married-civ-spouse,Husband,Male,Tech-support,35-44,Bachelors,Private,United-States,White
48,59376,9,4,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,45-54,Assoc-voc,Private,United-States,White
33,180127,7,4,0,40,Married-civ-spouse,Wife,Female,Other-service,25-34,HS-grad,Self-emp-not-inc,United-States,White
31,199260,9,0,1893,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
33,121031,13,0,0,56,Widowed,Not-in-family,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
58,113550,4,9,0,45,Never-married,Not-in-family,Male,Exec-managerial,55-64,Bachelors,Private,United-States,White
18,292473,7,4,0,26,Never-married,Not-in-family,Male,Other-service,17-24,Some-college,Private,United-States,White
32,242518,10,6,1873,20,Never-married,Own-child,Female,Other-service,25-34,Masters,Self-emp-not-inc,United-States,White
61,176559,9,0,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,Some-college,Self-emp-inc,United-States,White
35,361438,6,0,0,40,Never-married,Not-in-family,Male,Sales,35-44,Some-college,Private,United-States,White
50,133519,2,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Bachelors,Self-emp-not-inc,United-States,White
56,81681,13,20,0,44,Married-civ-spouse,Husband,Male,Other-service,55-64,HS-grad,Local-gov,United-States,White
30,175304,10,0,0,40,Divorced,Not-in-family,Female,Adm-clerical,25-34,HS-grad,Self-emp-not-inc,United-States,White
23,96008,12,0,0,40,Never-married,Unmarried,Female,Adm-clerical,17-24,HS-grad,Self-emp-inc,United-States,White
19,128756,13,0,0,40,Never-married,Own-child,Male,Prof-specialty,17-24,11th,Private,United-States,White
49,151249,9,1955,0,51,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,7th-8th,Private,United-States,White
38,106964,9,4,0,56,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,7th-8th,Private,United-States,White
47,47907,13,0,0,40,Never-married,Own-child,Female,Exec-managerial,45-54,HS-grad,Self-emp-inc,United-States,White
68,745632,11,1,0,51,Married-civ-spouse,Husband,Male,Sales,65-90,HS-grad,Private,United-States,White
33,398975,10,5,0,40,Never-married,Own-child,Male,Craft-repair,25-34,Bachelors,Self-emp-inc,United-States,White
49,115867,9,0,0,46,Divorced,Not-in-family,Male,Exec-managerial,45-54,HS-grad,Local-gov,United-States,White
44,376650,10,7,0,40,Never-married,Own-child,Male,Sales,35-44,HS-grad,Self-emp-not-inc,United-States,White
47,251892,9,1,0,40,Divorced,Not-in-family,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
50,217534,11,2,0,40,Married-civ-spouse,Husband,Male,Transport-moving,45-54,Some-college,Private,United-States,White
47,203681,11,0,0,51,Divorced,Not-in-family,Male,Prof-specialty,45-54,HS-grad,Private,Germany,White
31,106413,13,0,0,45,Married-civ-spouse,Wife,Female,Craft-repair,25-34,Assoc-acdm,State-gov,United-States,White
47,54746,13,5,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,11th,Private,United-States,White
19,222953,9,0,0,45,Never-married,Own-child,Female,Adm-clerical,17-24,Some-college,State-gov,United-States,White
28,368982,9,0,0,50,Divorced,Not-in-family,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
35,128990,10,5,0,59,Never-married,Unmarried,Female,Prof-specialty,35-44,Some-college,Private,United-States,White
33,64115,9,2,0,31,Never-married,Not-in-family,Male,Transport-moving,25-34,Some-college,State-gov,United-States,White
42,172701,10,0,0,36,Separated,Not-in-family,Male,Other-service,35-44,11th,State-gov,United-States,White
50,280116,4,0,0,35,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Bachelors,Self-emp-not-inc,United-States,White
36,53697,9,0,0,40,Never-married,Own-child,Male,Other-service,35-44,HS-grad,Private,United-States,White
27,194455,9,0,0,52,Never-married,Other-relative,Male,Priv-house-serv,25-34,Prof-school,Private,United-States,White
22,274528,13,0,0,58,Never-married,Own-child,Female,Adm-clerical,17-24,12th,Private,United-States,White
23,106134,13,3,0,40,Never-married,Not-in-family,Female,Transport-moving,17-24,Some-college,Private,United-States,White
43,58842,13,16,0,40,Divorced,Not-in-family,Female,Adm-clerical,35-44,HS-grad,Private,United-States,White
20,233725,11,0,0,40,Separated,Unmarried,Female,Sales,17-24,Some-college,Private,United-States,White
45,91108,10,0,0,40,Divorced,Other-relative,Female,Adm-clerical,45-54,Bachelors,Local-gov,United-States,White
35,258547,9,0,1610,54,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,Some-college,Private,United-States,White
22,251901,9,2,0,40,Never-married,Own-child,Female,Other-service,17-24,Some-college,Private,United-States,White
27,120212,9,0,0,35,Never-married,Own-child,Male,Exec-managerial,25-34,12th,Local-gov,United-States,White
47,349689,9,3,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Some-college,State-gov,United-States,White
