age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
65,356645,13,0,0,45,Married-civ-spouse,Wife,Female,Prof-specialty,Private,Philippines,Asian-Pac-Islander
22,216461,10,0,0,33,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
31,115714,10,5,0,17,Married-civ-spouse,Unmarried,Female,Sales,Private,United-States,White
28,186339,9,3,0,40,Never-married,Not-in-family,Female,Exec-managerial,Private,United-States,White
19,33870,12,0,0,11,Never-married,Not-in-family,Male,Transport-moving,Private,United-States,White
46,171269,7,0,0,40,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
25,976959,13,6,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
21,150367,10,1,0,40,Never-married,Unmarried,Female,Exec-managerial,Private,United-States,White
25,110828,14,2,0,40,Never-married,Not-in-family,Female,Sales,Private,United-States,White
24,197687,5,15,0,51,Never-married,Not-in-family,Male,Craft-repair,Private,Japan,Black
48,161175,13,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,State-gov,United-States,White
47,201942,13,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Self-emp-not-inc,Dominican-Republic,White
28,240731,9,3,0,56,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
17,116125,9,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Private,El-Salvador,White
58,117608,7,14,0,28,Married-civ-spouse,Not-in-family,Female,Other-service,Local-gov,United-States,White
58,48983,7,6,0,26,Married-civ-spouse,Wife,Female,Machine-op-inspct,Private,United-States,White
40,1434921,7,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
45,234320,13,1,0,65,Married-civ-spouse,Husband,Male,Protective-serv,Self-emp-inc,United-States,Black
36,162495,9,0,0,40,Married-civ-spouse,Unmarried,Female,Other-service,Local-gov,United-States,White
27,152731,9,0,0,72,Married-civ-spouse,Wife,Female,Prof-specialty,Self-emp-inc,United-States,White
17,253732,5,3,0,57,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
53,103305,6,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
50,229207,9,0,0,50,Divorced,Not-in-family,Male,Other-service,Self-emp-inc,United-States,White
24,188774,9,2,0,50,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
73,253837,11,7433,0,29,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
36,201445,9,0,0,57,Never-married,Husband,Male,Craft-repair,Private,United-States,White
42,165333,15,2,0,76,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
45,157890,9,5,0,56,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
43,110644,9,2,0,43,Widowed,Unmarried,Male,Craft-repair,Private,United-States,Black
27,178037,12,0,0,40,Married-civ-spouse,Husband,Male,Sales,State-gov,United-States,White
27,151787,9,0,2421,25,Never-married,Not-in-family,Male,Farming-fishing,Self-emp-inc,United-States,White
56,159403,10,0,0,40,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
25,212571,6,0,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
39,86790,9,2,0,36,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
54,47998,9,15292,0,40,Divorced,Own-child,Female,Other-service,State-gov,United-States,White
37,185776,10,15266,0,45,Separated,Not-in-family,Female,Other-service,State-gov,United-States,White
23,123862,13,0,0,61,Never-married,Not-in-family,Female,Other-service,Private,United-States,White
59,63759,9,7293,0,65,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
49,140068,9,12,0,27,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
41,178366,9,0,0,34,Married-civ-spouse,Husband,Male,Adm-clerical,Self-emp-not-inc,United-States,White
34,96895,9,5,0,76,Never-married,Husband,Male,Craft-repair,Private,United-States,White
50,395918,13,3,0,31,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
57,28292,10,10,0,57,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
56,162592,5,0,0,50,Widowed,Husband,Male,Sales,State-gov,Japan,White
26,114913,10,4,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
37,89976,9,4,0,40,Divorced,Husband,Male,Machine-op-inspct,Private,United-States,White
35,99842,15,4,0,20,Married-civ-spouse,Wife,Female,Prof-specialty,Private,United-States,White
18,136950,6,0,0,33,Never-married,Other-relative,Male,Prof-specialty,Private,United-States,White
52,59344,14,2,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,State-gov,United-States,White
50,173327,15,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Local-gov,Vietnam,White
34,53994,10,0,0,49,Widowed,Unmarried,Female,Adm-clerical,State-gov,United-States,White
47,47627,10,14712,0,36,Widowed,Own-child,Male,Prof-specialty,Private,Cambodia,White
49,247248,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
39,39765,10,0,0,36,Married-civ-spouse,Other-relative,Male,Exec-managerial,Self-emp-not-inc,United-States,White
44,249304,13,2,0,67,Never-married,Husband,Male,Transport-moving,Private,United-States,White
34,113226,9,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,Private,United-States,White
42,196962,14,5,0,40,Divorced,Unmarried,Male,Farming-fishing,Private,United-States,White
37,333628,12,0,0,74,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
36,186154,10,8,0,20,Widowed,Unmarried,Female,Sales,Private,United-States,White
49,172427,9,0,0,37,Divorced,Husband,Male,Tech-support,Self-emp-not-inc,United-States,White
51,248379,2,0,0,35,Separated,Own-child,Female,Sales,Federal-gov,United-States,White
43,39336,12,7,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
40,330966,9,12,0,44,Never-married,Husband,Male,Prof-specialty,Private,United-States,Black
21,39266,4,0,0,46,Divorced,Own-child,Female,Sales,Private,United-States,White
55,79351,11,5,0,38,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
50,130889,7,2,0,40,Never-married,Own-child,Male,Exec-managerial,Local-gov,United-States,White
40,55686,11,0,0,50,Divorced,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
18,104576,8,0,0,12,Married-civ-spouse,Husband,Male,Tech-support,Private,United-States,White
33,217880,9,2,0,40,Separated,Own-child,Male,Exec-managerial,Private,United-States,Black
57,152478,9,0,0,40,Married-civ-spouse,Not-in-family,Female,Machine-op-inspct,Private,United-States,White
26,167760,11,0,0,44,Married-civ-spouse,Not-in-family,Male,Craft-repair,Local-gov,United-States,Black
57,319912,9,3690,0,40,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Self-emp-inc,United-States,Black
29,334073,14,2,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,White
43,43227,9,0,0,40,Married-civ-spouse,Unmarried,Male,Machine-op-inspct,Private,United-States,White
49,251399,15,9,0,40,Married-civ-spouse,Not-in-family,Male,Other-service,Local-gov,United-States,White
46,190775,9,4,0,40,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
28,114584,9,3,0,49,Divorced,Husband,Male,Adm-clerical,Private,United-States,White
22,190554,9,0,0,40,Never-married,Own-child,Male,Sales,Private,United-States,White
50,329297,9,0,0,40,Divorced,Husband,Male,Craft-repair,Private,United-States,White
36,197066,15,0,0,51,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
26,325694,12,0,0,20,Never-married,Husband,Male,Craft-repair,Private,United-States,White
22,211726,9,0,0,40,Never-married,Own-child,Female,Handlers-cleaners,State-gov,Mexico,White
22,170761,9,0,0,40,Never-married,Own-child,Male,Machine-op-inspct,Private,United-States,White
59,196433,9,10,0,40,Separated,Husband,Male,Exec-managerial,State-gov,United-States,White
33,177964,13,9,0,27,Married-civ-spouse,Own-child,Male,Protective-serv,Private,United-States,White
44,514134,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
20,143871,10,0,0,20,Never-married,Unmarried,Male,Exec-managerial,Private,United-States,White
49,90924,10,4,0,61,Married-civ-spouse,Husband,Male,Farming-fishing,Self-emp-not-inc,United-States,White
34,202360,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
19,296010,13,0,0,40,Never-married,Wife,Female,Adm-clerical,Private,United-States,White
63,319310,9,7,1881,40,Married-civ-spouse,Own-child,Male,Transport-moving,Private,United-States,White
45,155466,15,3,0,64,Married-civ-spouse,Not-in-family,Male,Craft-repair,Federal-gov,United-States,White
30,167108,7,0,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
18,135756,9,2763,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
43,147269,10,9,0,56,Married-civ-spouse,Husband,Male,Adm-clerical,Self-emp-not-inc,United-States,Amer-Indian-Eskimo
45,137097,10,0,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
56,294500,9,6,0,51,Married-civ-spouse,Husband,Male,Exec-managerial,Private,Iran,White
29,194749,9,0,0,46,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
46,253233,10,0,0,23,Never-married,Unmarried,Female,Sales,Private,United-States,White
25,295212,9,2,0,45,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,Black
42,50042,9,4,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,Private,United-States,White
27,166249,9,9,0,20,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
58,322022,9,0,0,40,Divorced,Husband,Male,Machine-op-inspct,Private,United-States,White
37,411250,9,1,0,51,Never-married,Husband,Male,Sales,Private,United-States,White
45,269305,9,0,0,40,Separated,Own-child,Female,Tech-support,Private,United-States,White
20,225542,10,0,0,62,Never-married,Husband,Male,Tech-support,Private,United-States,Black
36,36444,9,0,0,74,Married-civ-spouse,Unmarried,Male,Transport-moving,Private,United-States,White
18,137000,9,0,0,35,Never-married,Unmarried,Male,Exec-managerial,State-gov,United-States,White
46,382722,13,3,0,37,Married-civ-spouse,Own-child,Male,Other-service,Private,United-States,White
35,47424,10,2,0,40,Married-civ-spouse,Wife,Female,Sales,Private,United-States,Black
30,39490,13,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
29,342819,10,13,0,38,Married-civ-spouse,Own-child,Female,Machine-op-inspct,Local-gov,United-States,White
56,171288,9,0,0,40,Divorced,Unmarried,Female,Other-service,Private,United-States,Black
40,329066,8,0,0,40,Separated,Unmarried,Male,Other-service,Private,United-States,White
39,90669,3,4,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
59,200595,12,5,0,58,Divorced,Husband,Male,Handlers-cleaners,Private,China,Black
43,158995,9,17,0,30,Never-married,Husband,Male,Other-service,Private,United-States,Black
55,200787,8,11,0,27,Never-married,Wife,Female,Prof-specialty,Private,United-States,White
22,219348,10,0,0,40,Never-married,Unmarried,Female,Adm-clerical,Private,United-States,White
40,372023,9,0,0,40,Divorced,Not-in-family,Female,Other-service,Federal-gov,United-States,White
59,122946,13,12,0,55,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,White
34,157643,10,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Private,United-States,White
37,188819,13,8,0,49,Divorced,Unmarried,Female,Sales,Private,United-States,White
34,394866,12,0,0,60,Never-married,Husband,Male,Transport-moving,Private,United-States,White
47,149754,15,1,0,58,Divorced,Wife,Female,Other-service,Private,United-States,White
61,206706,9,0,0,40,Married-civ-spouse,Own-child,Male,Exec-managerial,Private,Italy,White
29,244832,14,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,Private,United-States,Asian-Pac-Islander
28,44405,7,13,0,40,Never-married,Wife,Female,Adm-clerical,Private,United-States,White
27,61294,9,8,0,40,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
31,380797,9,0,0,40,Separated,Not-in-family,Female,Adm-clerical,Local-gov,United-States,White
56,213990,12,2,0,48,Married-civ-spouse,Husband,Male,Protective-serv,Self-emp-not-inc,United-States,White
50,255120,10,0,0,40,Married-civ-spouse,Unmarried,Male,Farming-fishing,Private,United-States,Black
48,223563,9,0,0,56,Married-civ-spouse,Husband,Male,Handlers-cleaners,Local-gov,United-States,White
52,172154,9,0,0,50,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Federal-gov,United-States,White
36,66352,6,0,0,50,Divorced,Husband,Male,Handlers-cleaners,Private,United-States,White
53,245152,10,0,0,47,Divorced,Husband,Male,Sales,Self-emp-inc,United-States,White
41,201524,9,0,0,40,Widowed,Not-in-family,Male,Sales,Federal-gov,Mexico,White
35,249670,4,0,0,40,Married-civ-spouse,Unmarried,Female,Sales,Private,United-States,White
41,29524,10,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,Self-emp-not-inc,United-States,White
75,408683,14,0,0,51,Widowed,Husband,Male,Transport-moving,Self-emp-not-inc,United-States,White
29,145314,14,8279,0,43,Married-civ-spouse,Not-in-family,Female,Protective-serv,Private,United-States,White
39,36609,15,7933,0,40,Divorced,Unmarried,Female,Adm-clerical,Private,United-States,White
33,155044,9,3,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
18,187746,7,4,0,40,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
55,157578,10,0,0,50,Married-spouse-absent,Not-in-family,Male,Other-service,State-gov,United-States,White
57,168323,10,7545,0,40,Divorced,Own-child,Female,Other-service,Private,Puerto-Rico,Amer-Indian-Eskimo
34,112023,9,4458,0,40,Never-married,Unmarried,Female,Prof-specialty,Private,Mexico,White
38,95186,9,5,0,35,Married-civ-spouse,Own-child,Male,Handlers-cleaners,Self-emp-inc,United-States,White
19,122894,9,0,0,13,Never-married,Husband,Male,Transport-moving,Private,Nicaragua,White
27,99027,13,0,0,25,Separated,Husband,Male,Machine-op-inspct,Self-emp-not-inc,United-States,Black
47,201235,9,8,0,40,Married-civ-spouse,Husband,Male,Other-service,Self-emp-inc,United-States,Asian-Pac-Islander
37,195011,9,0,1665,26,Married-civ-spouse,Own-child,Male,Machine-op-inspct,Private,United-States,White
36,219566,9,0,0,50,Married-civ-spouse,Own-child,Male,Handlers-cleaners,Private,United-States,White
66,162267,7,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
23,52108,4,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
34,361472,7,5,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
39,181208,7,0,0,40,Married-civ-spouse,Own-child,Female,Sales,Private,United-States,White
51,207562,9,10086,0,72,Married-civ-spouse,Husband,Male,Protective-serv,Private,United-States,Black
50,115353,9,3,0,40,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
23,25895,10,4,0,40,Married-civ-spouse,Husband,Male,Tech-support,Private,Iran,White
46,95822,13,5,0,31,Divorced,Not-in-family,Female,Prof-specialty,Self-emp-not-inc,United-States,White
39,203826,13,0,0,20,Divorced,Unmarried,Female,Machine-op-inspct,Private,United-States,White
47,117479,2,0,0,40,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
27,150029,9,18,0,40,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
33,277815,15,15228,0,40,Never-married,Husband,Male,Craft-repair,Local-gov,United-States,White
48,167109,3,0,0,40,Married-civ-spouse,Not-in-family,Female,Priv-house-serv,Local-gov,United-States,White
54,304410,13,8,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
47,288515,9,0,0,48,Married-civ-spouse,Other-relative,Female,Exec-managerial,State-gov,United-States,White
35,117365,6,0,0,45,Divorced,Not-in-family,Female,Transport-moving,Federal-gov,United-States,Black
51,217394,13,11,0,16,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
37,42170,6,0,0,53,Married-civ-spouse,Unmarried,Female,Sales,Local-gov,United-States,White
18,127549,14,0,0,28,Never-married,Husband,Male,Handlers-cleaners,Private,United-States,White
20,71606,9,0,0,38,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
46,138688,9,0,0,56,Married-civ-spouse,Husband,Male,Craft-repair,Local-gov,El-Salvador,Other
28,180584,13,10,0,45,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
38,175202,14,0,0,48,Divorced,Husband,Male,Adm-clerical,Self-emp-not-inc,United-States,Black
52,229512,13,5,0,40,Married-civ-spouse,Not-in-family,Male,Other-service,Local-gov,United-States,White
36,142835,14,6,0,55,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,Black
51,253386,13,0,0,10,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
